,thread_id,execution_time,stall_cycles,nvm_accesses,latency_calculation_overhead_cycles,injected_delay_cycles,injected_delay_in_usec
0,3149904,52471291,7258923606,39237424,0,13331791859,5332716
1,3149989,52490338,7273116116,28976558,0,13358046278,3928837
2,3150077,52552183,7266638844,39492602,0,13346212343,5340621
